Servicing option,OS Version,Availability date,Build,KB article
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-08-11,17134.1667,KB4571709
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-07-14,17134.1610,KB4565489
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-06-16,17134.1553,KB4567514
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-06-09,17134.1550,KB4561621
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-05-12,17134.1488,KB4556807
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-04-21,17134.1456,KB4550944
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-04-14,17134.1425,KB4550922
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-03-30,17134.1401,KB4554349
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-03-17,17134.1399,KB4541333
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-03-10,17134.1365,KB4540689
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-02-25,17134.1345,KB4537795
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-02-11,17134.1304,KB4537762
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-01-23,17134.1276,KB4534308
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-01-14,17134.1246,KB4534293
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-12-10,17134.1184,KB4530717
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-11-12,17134.1130,KB4525237
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-10-15,17134.1099,KB4519978
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-10-08,17134.1069,KB4520008
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-10-03,17134.1040,KB4524149
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-09-24,17134.1039,KB4516045
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-09-23,17134.1009,KB4522014
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-09-10,17134.1006,KB4516058
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-08-19,17134.984,KB4512509
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-08-13,17134.950,KB4512501
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-07-16,17134.915,KB4507466
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-07-09,17134.885,KB4507435
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-06-26,17134.860,KB4509478
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-06-18,17134.858,KB4503288
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-06-11,17134.829,KB4503286
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-05-21,17134.799,KB4499183
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-05-19,17134.766,KB4505064
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-05-14,17134.765,KB4499167
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-04-25,17134.753,KB4493437
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-04-09,17134.706,KB4493464
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-03-19,17134.677,KB4489894
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-03-12,17134.648,KB4489868
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-02-19,17134.619,KB4487029
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-02-12,17134.590,KB4487017
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-01-15,17134.556,KB4480976
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-01-08,17134.523,KB4480966
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-12-19,17134.472,KB4483234
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-12-11,17134.471,KB4471324
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-11-27,17134.441,KB4467682
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-11-13,17134.407,KB4467702
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-10-24,17134.376,KB4462933
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-10-09,17134.345,KB4462919
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-09-26,17134.320,KB4458469
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-09-17,17134.286,KB4464218
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-09-11,17134.285,KB4457128
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-08-30,17134.254,KB4346783
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-08-14,17134.228,KB4343909
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-07-24,17134.191,KB4340917
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-07-16,17134.167,KB4345421
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-07-10,17134.165,KB4338819
Semi-Annual Channel (Targeted),Windows 10,2018-06-26,17134.137,KB4284848
Semi-Annual Channel (Targeted),Windows 10,2018-06-12,17134.112,KB4284835
Semi-Annual Channel (Targeted),Windows 10,2018-06-05,17134.83,KB4338548
Semi-Annual Channel (Targeted),Windows 10,2018-05-23,17134.81,KB4100403
Semi-Annual Channel (Targeted),Windows 10,2018-05-08,17134.48,KB4103721
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-10-13,16299.2166,KB4580328
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-09-08,16299.2107,KB4577041
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-08-11,16299.2045,KB4571741
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-07-14,16299.1992,KB4565508
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-06-18,16299.1937,KB4567515
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-06-09,16299.1932,KB4561602
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-05-12,16299.1868,KB4556812
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-04-14,16299.1806,KB4550927
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-03-30,16299.1776,KB4554342
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-03-17,16299.1775,KB4541330
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-03-10,16299.1747,KB4540681
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-02-25,16299.1717,KB4537816
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-02-11,16299.1686,KB4537789
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-01-23,16299.1654,KB4534318
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2020-01-14,16299.1625,KB4534276
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-12-10,16299.1565,KB4530714
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-11-12,16299.1508,KB4525241
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-10-15,16299.1481,KB4520006
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-10-08,16299.1451,KB4520004
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-10-03,16299.1421,KB4524150
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-09-24,16299.1420,KB4516071
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-09-23,16299.1392,KB4522012
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-09-10,16299.1387,KB4516066
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-08-16,16299.1365,KB4512494
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-08-13,16299.1331,KB4512516
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-07-16,16299.1296,KB4507465
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-07-09,16299.1268,KB4507455
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-06-26,16299.1239,KB4509477
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-06-18,16299.1237,KB4503281
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-06-11,16299.1217,KB4503284
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-05-28,16299.1182,KB4499147
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-05-19,16299.1150,KB4505062
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-05-14,16299.1146,KB4499179
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-04-25,16299.1127,KB4493440
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-04-09,16299.1087,KB4493441
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-03-19,16299.1059,KB4489890
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-03-12,16299.1029,KB4489886
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-02-19,16299.1004,KB4487021
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-02-12,16299.967,KB4486996
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-01-15,16299.936,KB4480967
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2019-01-08,16299.904,KB4480978
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-12-19,16299.847,KB4483232
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-12-11,16299.846,KB4471329
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-11-27,16299.820,KB4467681
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-11-13,16299.785,KB4467686
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-10-18,16299.755,KB4462932
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-10-09,16299.726,KB4462918
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-09-26,16299.699,KB4457136
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-09-17,16299.666,KB4464217
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-09-11,16299.665,KB4457142
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-08-30,16299.637,KB4343893
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-08-14,16299.611,KB4343897
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-07-24,16299.579,KB4338817
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-07-16,16299.551,KB4345420
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-07-10,16299.547,KB4338825
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-06-21,16299.522,KB4284822
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-06-12,16299.492,KB4284819
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-05-21,16299.461,KB4103714
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-05-08,16299.431,KB4103727
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-04-23,16299.402,KB4093105
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-04-10,16299.371,KB4093112
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-03-22,16299.334,KB4089848
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-03-13,16299.309,KB4088776
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-03-05,16299.251,KB4090913
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-02-13,16299.248,KB4074588
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-01-31,16299.214,KB4058258
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-01-18,16299.201,KB4073291
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-01-17,16299.194,KB4073290
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2018-01-03,16299.192,KB4056892
Semi-Annual Channel  •  Semi-Annual Channel (Targeted),Windows 10,2017-12-12,16299.125,KB4054517
Semi-Annual Channel (Targeted),Windows 10,2017-11-30,16299.98,KB4051963
Semi-Annual Channel (Targeted),Windows 10,2017-11-14,16299.64,KB4048955
Semi-Annual Channel (Targeted),Windows 10,2017-10-17,16299.19,KB4043961
Semi-Annual Channel  •  CB,Windows 10,2019-10-08,15063.2108,KB4520010
Semi-Annual Channel  •  CB,Windows 10,2019-10-03,15063.2079,KB4524151
Semi-Annual Channel  •  CB,Windows 10,2019-09-24,15063.2078,KB4516059
Semi-Annual Channel  •  CB,Windows 10,2019-09-23,15063.2046,KB4522011
Semi-Annual Channel  •  CB,Windows 10,2019-09-10,15063.2045,KB4516068
Semi-Annual Channel  •  CB,Windows 10,2019-08-17,15063.2021,KB4512474
Semi-Annual Channel  •  CB,Windows 10,2019-08-13,15063.1988,KB4512507
Semi-Annual Channel  •  CB,Windows 10,2019-07-16,15063.1955,KB4507467
Semi-Annual Channel  •  CB,Windows 10,2019-07-09,15063.1928,KB4507450
Semi-Annual Channel  •  CB,Windows 10,2019-06-26,15063.1898,KB4509476
Semi-Annual Channel  •  CB,Windows 10,2019-06-18,15063.1897,KB4503289
Semi-Annual Channel  •  CB,Windows 10,2019-06-11,15063.1868,KB4503279
Semi-Annual Channel  •  CB,Windows 10,2019-05-28,15063.1839,KB4499162
Semi-Annual Channel  •  CB,Windows 10,2019-05-19,15063.1808,KB4505055
Semi-Annual Channel  •  CB,Windows 10,2019-05-14,15063.1805,KB4499181
Semi-Annual Channel  •  CB,Windows 10,2019-05-02,15063.1785,KB4502112
Semi-Annual Channel  •  CB,Windows 10,2019-04-25,15063.1784,KB4493436
Semi-Annual Channel  •  CB,Windows 10,2019-04-09,15063.1746,KB4493474
Semi-Annual Channel  •  CB,Windows 10,2019-03-19,15063.1716,KB4489888
Semi-Annual Channel  •  CB,Windows 10,2019-03-12,15063.1689,KB4489871
Semi-Annual Channel  •  CB,Windows 10,2019-02-19,15063.1659,KB4487011
Semi-Annual Channel  •  CB,Windows 10,2019-02-12,15063.1631,KB4487020
Semi-Annual Channel  •  CB,Windows 10,2019-01-15,15063.1596,KB4480959
Semi-Annual Channel  •  CB,Windows 10,2019-01-08,15063.1563,KB4480973
Semi-Annual Channel  •  CB,Windows 10,2018-12-19,15063.1508,KB4483230
Semi-Annual Channel  •  CB,Windows 10,2018-12-11,15063.1506,KB4471327
Semi-Annual Channel  •  CB,Windows 10,2018-11-27,15063.1478,KB4467699
Semi-Annual Channel  •  CB,Windows 10,2018-11-13,15063.1446,KB4467696
Semi-Annual Channel  •  CB,Windows 10,2018-10-18,15063.1418,KB4462939
Semi-Annual Channel  •  CB,Windows 10,2018-10-09,15063.1387,KB4462937
Semi-Annual Channel  •  CB,Windows 10,2018-09-20,15063.1356,KB4457141
Semi-Annual Channel  •  CB,Windows 10,2018-09-11,15063.1324,KB4457138
Semi-Annual Channel  •  CB,Windows 10,2018-08-30,15063.1292,KB4343889
Semi-Annual Channel  •  CB,Windows 10,2018-08-14,15063.1266,KB4343885
Semi-Annual Channel  •  CB,Windows 10,2018-07-24,15063.1235,KB4338827
Semi-Annual Channel  •  CB,Windows 10,2018-07-16,15063.1209,KB4345419
Semi-Annual Channel  •  CB,Windows 10,2018-07-10,15063.1206,KB4338826
Semi-Annual Channel  •  CB,Windows 10,2018-06-21,15063.1182,KB4284830
Semi-Annual Channel  •  CB,Windows 10,2018-06-12,15063.1155,KB4284874
Semi-Annual Channel  •  CB,Windows 10,2018-05-17,15063.1112,KB4103722
Semi-Annual Channel  •  CB,Windows 10,2018-05-08,15063.1088,KB4103731
Semi-Annual Channel  •  CB,Windows 10,2018-04-17,15063.1058,KB4093117
Semi-Annual Channel  •  CB,Windows 10,2018-04-10,15063.1029,KB4093107
Semi-Annual Channel  •  CB,Windows 10,2018-03-22,15063.994,KB4088891
Semi-Annual Channel  •  CB,Windows 10,2018-03-13,15063.966,KB4088782
Semi-Annual Channel  •  CB,Windows 10,2018-03-08,15063.936,KB4092077
Semi-Annual Channel  •  CB,Windows 10,2018-02-22,15063.936,KB4077528
Semi-Annual Channel  •  CB,Windows 10,2018-02-13,15063.909,KB4074592
Semi-Annual Channel  •  CB,Windows 10,2018-01-17,15063.877,KB4057144
Semi-Annual Channel  •  CB,Windows 10,2018-01-03,15063.850,KB4056891
Semi-Annual Channel  •  CB,Windows 10,2017-12-12,15063.786,KB4053580
Semi-Annual Channel  •  CB,Windows 10,2017-11-22,15063.729,KB4055254
Semi-Annual Channel  •  CB,Windows 10,2017-11-14,15063.726,KB4048954
Semi-Annual Channel  •  CB,Windows 10,2017-11-02,15063.675,KB4049370
Semi-Annual Channel  •  CB,Windows 10,2017-10-10,15063.674,KB4041676
Semi-Annual Channel  •  CB,Windows 10,2017-09-25,15063.632,KB4040724
Semi-Annual Channel  •  CB,Windows 10,2017-09-12,15063.608,KB4038788
Semi-Annual Channel  •  CB,Windows 10,2017-08-08,15063.540,KB4034674
Semi-Annual Channel  •  CB,Windows 10,2017-08-01,15063.502,KB4032188
Semi-Annual Channel  •  CB,Windows 10,2017-07-11,15063.483,KB4025342
CB,Windows 10,2017-06-27,15063.447,KB4022716
CB,Windows 10,2017-06-13,15063.413,KB4022725
CB,Windows 10,2017-05-26,15063.332,KB4020102
CB,Windows 10,2017-05-09,15063.296,KB4016871
CB,Windows 10,2017-04-25,15063.250,KB4016240
CB,Windows 10,2017-04-11,15063.138,KB4015583
CBB  •  CB  •  LTSB,Windows 10,2025-08-12,14393.8330,KB5063871
CBB  •  CB  •  LTSB,Windows 10,2025-07-08,14393.8246,KB5062560
CBB  •  CB  •  LTSB,Windows 10,2025-06-10,14393.8148,KB5061010
CBB  •  CB  •  LTSB,Windows 10,2025-05-13,14393.8066,KB5058383
CBB  •  CB  •  LTSB,Windows 10,2025-04-11,14393.7973,KB5058921
CBB  •  CB  •  LTSB,Windows 10,2025-04-08,14393.7969,KB5055521
CBB  •  CB  •  LTSB,Windows 10,2025-03-11,14393.7876,KB5053594
CBB  •  CB  •  LTSB,Windows 10,2025-02-11,14393.7785,KB5052006
CBB  •  CB  •  LTSB,Windows 10,2025-01-14,14393.7699,KB5049993
CBB  •  CB  •  LTSB,Windows 10,2024-12-10,14393.7606,KB5048671
CBB  •  CB  •  LTSB,Windows 10,2024-11-12,14393.7515,KB5046612
CBB  •  CB  •  LTSB,Windows 10,2024-10-08,14393.7428,KB5044293
CBB  •  CB  •  LTSB,Windows 10,2024-09-10,14393.7336,KB5043051
CBB  •  CB  •  LTSB,Windows 10,2024-08-13,14393.7259,KB5041773
CBB  •  CB  •  LTSB,Windows 10,2024-07-09,14393.7159,KB5040434
CBB  •  CB  •  LTSB,Windows 10,2024-06-11,14393.7070,KB5039214
CBB  •  CB  •  LTSB,Windows 10,2024-05-14,14393.6981,KB5037763
CBB  •  CB  •  LTSB,Windows 10,2024-04-09,14393.6897,KB5036899
CBB  •  CB  •  LTSB,Windows 10,2024-03-22,14393.6800,KB5037423
CBB  •  CB  •  LTSB,Windows 10,2024-03-12,14393.6796,KB5035855
CBB  •  CB  •  LTSB,Windows 10,2024-02-13,14393.6709,KB5034767
CBB  •  CB  •  LTSB,Windows 10,2024-01-09,14393.6614,KB5034119
CBB  •  CB  •  LTSB,Windows 10,2023-12-12,14393.6529,KB5033373
CBB  •  CB  •  LTSB,Windows 10,2023-11-14,14393.6452,KB5032197
CBB  •  CB  •  LTSB,Windows 10,2023-10-10,14393.6351,KB5031362
CBB  •  CB  •  LTSB,Windows 10,2023-09-12,14393.6252,KB5030213
CBB  •  CB  •  LTSB,Windows 10,2023-08-08,14393.6167,KB5029242
CBB  •  CB  •  LTSB,Windows 10,2023-07-11,14393.6085,KB5028169
CBB  •  CB  •  LTSB,Windows 10,2023-06-23,14393.5996,KB5028623
CBB  •  CB  •  LTSB,Windows 10,2023-06-13,14393.5989,KB5027219
CBB  •  CB  •  LTSB,Windows 10,2023-05-09,14393.5921,KB5026363
CBB  •  CB  •  LTSB,Windows 10,2023-04-11,14393.5850,KB5025228
CBB  •  CB  •  LTSB,Windows 10,2023-03-14,14393.5786,KB5023697
CBB  •  CB  •  LTSB,Windows 10,2023-02-14,14393.5717,KB5022838
CBB  •  CB  •  LTSB,Windows 10,2023-01-10,14393.5648,KB5022289
CBB  •  CB  •  LTSB,Windows 10,2022-12-13,14393.5582,KB5021235
CBB  •  CB  •  LTSB,Windows 10,2022-11-17,14393.5502,KB5021654
CBB  •  CB  •  LTSB,Windows 10,2022-11-08,14393.5501,KB5019964
CBB  •  CB  •  LTSB,Windows 10,2022-10-18,14393.5429,KB5020439
CBB  •  CB  •  LTSB,Windows 10,2022-10-11,14393.5427,KB5018411
CBB  •  CB  •  LTSB,Windows 10,2022-09-13,14393.5356,KB5017305
CBB  •  CB  •  LTSB,Windows 10,2022-08-09,14393.5291,KB5016622
CBB  •  CB  •  LTSB,Windows 10,2022-07-12,14393.5246,KB5015808
CBB  •  CB  •  LTSB,Windows 10,2022-06-14,14393.5192,KB5014702
CBB  •  CB  •  LTSB,Windows 10,2022-05-19,14393.5127,KB5015019
CBB  •  CB  •  LTSB,Windows 10,2022-05-10,14393.5125,KB5013952
CBB  •  CB  •  LTSB,Windows 10,2022-04-12,14393.5066,KB5012596
CBB  •  CB  •  LTSB,Windows 10,2022-03-08,14393.5006,KB5011495
CBB  •  CB  •  LTSB,Windows 10,2022-02-08,14393.4946,KB5010359
CBB  •  CB  •  LTSB,Windows 10,2022-01-17,14393.4889,KB5010790
CBB  •  CB  •  LTSB,Windows 10,2022-01-11,14393.4886,KB5009546
CBB  •  CB  •  LTSB,Windows 10,2022-01-05,14393.4827,KB5010195
CBB  •  CB  •  LTSB,Windows 10,2021-12-14,14393.4825,KB5008207
CBB  •  CB  •  LTSB,Windows 10,2021-11-14,14393.4771,KB5008601
CBB  •  CB  •  LTSB,Windows 10,2021-11-09,14393.4770,KB5007192
CBB  •  CB  •  LTSB,Windows 10,2021-10-12,14393.4704,KB5006669
CBB  •  CB  •  LTSB,Windows 10,2021-09-14,14393.4651,KB5005573
CBB  •  CB  •  LTSB,Windows 10,2021-08-10,14393.4583,KB5005043
CBB  •  CB  •  LTSB,Windows 10,2021-07-29,14393.4532,KB5005393
CBB  •  CB  •  LTSB,Windows 10,2021-07-13,14393.4530,KB5004238
CBB  •  CB  •  LTSB,Windows 10,2021-07-07,14393.4470,KB5004948
CBB  •  CB  •  LTSB,Windows 10,2021-06-08,14393.4467,KB5003638
CBB  •  CB  •  LTSB,Windows 10,2021-05-11,14393.4402,KB5003197
CBB  •  CB  •  LTSB,Windows 10,2021-04-13,14393.4350,KB5001347
CBB  •  CB  •  LTSB,Windows 10,2021-03-18,14393.4288,KB5001633
CBB  •  CB  •  LTSB,Windows 10,2021-03-09,14393.4283,KB5000803
CBB  •  CB  •  LTSB,Windows 10,2021-02-09,14393.4225,KB4601318
CBB  •  CB  •  LTSB,Windows 10,2021-01-12,14393.4169,KB4598243
CBB  •  CB  •  LTSB,Windows 10,2020-12-08,14393.4104,KB4593226
CBB  •  CB  •  LTSB,Windows 10,2020-11-19,14393.4048,KB4594441
CBB  •  CB  •  LTSB,Windows 10,2020-11-10,14393.4046,KB4586830
CBB  •  CB  •  LTSB,Windows 10,2020-10-13,14393.3986,KB4580346
CBB  •  CB  •  LTSB,Windows 10,2020-09-08,14393.3930,KB4577015
CBB  •  CB  •  LTSB,Windows 10,2020-08-11,14393.3866,KB4571694
CBB  •  CB  •  LTSB,Windows 10,2020-07-14,14393.3808,KB4565511
CBB  •  CB  •  LTSB,Windows 10,2020-06-18,14393.3755,KB4567517
CBB  •  CB  •  LTSB,Windows 10,2020-06-09,14393.3750,KB4561616
CBB  •  CB  •  LTSB,Windows 10,2020-05-12,14393.3686,KB4556813
CBB  •  CB  •  LTSB,Windows 10,2020-04-21,14393.3659,KB4550947
CBB  •  CB  •  LTSB,Windows 10,2020-04-14,14393.3630,KB4550929
CBB  •  CB  •  LTSB,Windows 10,2020-03-17,14393.3595,KB4541329
CBB  •  CB  •  LTSB,Windows 10,2020-03-10,14393.3564,KB4540670
CBB  •  CB  •  LTSB,Windows 10,2020-02-25,14393.3542,KB4537806
CBB  •  CB  •  LTSB,Windows 10,2020-02-11,14393.3504,KB4537764
CBB  •  CB  •  LTSB,Windows 10,2020-01-23,14393.3474,KB4534307
CBB  •  CB  •  LTSB,Windows 10,2020-01-14,14393.3443,KB4534271
CBB  •  CB  •  LTSB,Windows 10,2019-12-10,14393.3384,KB4530689
CBB  •  CB  •  LTSB,Windows 10,2019-11-12,14393.3326,KB4525236
CBB  •  CB  •  LTSB,Windows 10,2019-10-15,14393.3300,KB4519979
CBB  •  CB  •  LTSB,Windows 10,2019-10-08,14393.3274,KB4519998
CBB  •  CB  •  LTSB,Windows 10,2019-10-03,14393.3243,KB4524152
CBB  •  CB  •  LTSB,Windows 10,2019-09-24,14393.3242,KB4516061
CBB  •  CB  •  LTSB,Windows 10,2019-09-23,14393.3206,KB4522010
CBB  •  CB  •  LTSB,Windows 10,2019-09-10,14393.3204,KB4516044
CBB  •  CB  •  LTSB,Windows 10,2019-08-17,14393.3181,KB4512495
CBB  •  CB  •  LTSB,Windows 10,2019-08-13,14393.3144,KB4512517
CBB  •  CB  •  LTSB,Windows 10,2019-07-16,14393.3115,KB4507459
CBB  •  CB  •  LTSB,Windows 10,2019-07-09,14393.3085,KB4507460
CBB  •  CB  •  LTSB,Windows 10,2019-06-27,14393.3056,KB4509475
CBB  •  CB  •  LTSB,Windows 10,2019-06-18,14393.3053,KB4503294
CBB  •  CB  •  LTSB,Windows 10,2019-06-11,14393.3025,KB4503267
CBB  •  CB  •  LTSB,Windows 10,2019-05-23,14393.2999,KB4499177
CBB  •  CB  •  LTSB,Windows 10,2019-05-19,14393.2972,KB4505052
CBB  •  CB  •  LTSB,Windows 10,2019-05-14,14393.2969,KB4494440
CBB  •  CB  •  LTSB,Windows 10,2019-04-25,14393.2941,KB4493473
CBB  •  CB  •  LTSB,Windows 10,2019-04-25,14393.2908,KB4499418
CBB  •  CB  •  LTSB,Windows 10,2019-04-09,14393.2906,KB4493470
